,index,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,title_std,release_date,movie,production_budget,domestic_gross,worldwide_gross,distributor,mpaa_rating,genre,movie_same_name,averageRating,numVotes,search_index,error_message,profit,log_profit,log_production_budget,same_period_indicator,same_period_profit,same_period_rating,same_period_budget,same_period_movie_id,avg_search_index
612,578,139,1939.0,5055,tt0780653,movie,The Wolfman,The Wolfman,0,2010,\N,103,"Drama,Fantasy,Horror",wolfman,2010-02-12,The Wolfman,150000000.0,62189884.0,142634358.0,Universal,R,Horror,1,5.8,110315.0,8.865384615384615,,-7365642.0,18.843555808744455,18.826145858727195,0,0.0,0.0,0.0,,0.0
613,579,140,1940.0,11978,tt1430132,movie,The Wolverine,The Wolverine,0,2013,\N,126,"Action,Sci-Fi",wolverine,2013-07-26,The Wolverine,115000000.0,132556852.0,416456852.0,20th Century Fox,PG-13,Action,1,6.7,484849.0,9.884615384615383,,301456852.0,19.949899114578695,18.560442695023177,1,19.342243931343692,6.133333333333333,16.48094987900083,"tt2017020,tt1758795,tt2334873",10.60897435897436
614,580,141,1941.0,2792,tt0430770,movie,The Women,The Women,0,2008,\N,114,"Comedy,Drama",women,2008-09-12,The Women,16000000.0,26902075.0,50103808.0,Picturehouse,PG-13,Comedy,1,5.0,22617.0,69.9423076923077,,34103808.0,19.083903671851896,16.588099342704055,0,0.0,0.0,0.0,,0.0
615,581,142,1942.0,15667,tt1840417,movie,The Words,The Words,0,2012,\N,102,"Drama,Mystery,Romance",words,2012-09-07,The Words,6000000.0,11494838.0,16369708.0,CBS Films,PG-13,Drama,1,7.0,80704.0,82.09615384615384,,10369708.0,18.953481392473076,15.607270193858982,1,19.297612248440586,8.4,15.555976908243359,tt1220617,22.096153846153847
616,582,143,1943.0,2633,tt0410454,movie,The Work and the Glory,The Work and the Glory,0,2004,\N,118,"Drama,Romance",work and the glory,2004-11-24,The Work and the Glory,7500000.0,3347647.0,3347647.0,Excel Entertainment,PG,Drama,1,6.5,1186.0,12.27659574468085,,-4152353.0,18.86438947262967,15.830413711839864,1,19.295836082147243,5.966666666666666,17.631852212675195,"tt27453615,tt0368891,tt0388419,tt0346491",25.547409805735427
617,583,144,1944.0,8969,tt1213663,movie,The World's End,The World's End,0,2013,\N,109,"Action,Comedy,Sci-Fi",worlds end,2013-08-23,The World's End,20000000.0,26004851.0,47508505.0,Focus Features,R,Comedy,1,6.9,294125.0,16.96153846153846,,27508505.0,19.0493347676791,16.811242881518265,1,18.96537703178541,6.35,13.468938467683051,"tt2265398,tt1853739",6.721153846153846
618,584,146,1946.0,7820,tt1125849,movie,The Wrestler,The Wrestler,0,2008,\N,109,"Drama,Sport",wrestler,2008-12-17,The Wrestler,6000000.0,26238243.0,46634275.0,Fox Searchlight,R,Drama,1,7.9,316319.0,11.98076923076923,,40634275.0,19.116994286293746,15.607270193858982,1,19.314788654365085,6.557142857142858,17.56991998426566,"tt0361500,tt0918927,tt1068680,tt0970416,tt0420238,tt0814314,tt1205489",12.403586979058675
619,585,147,1947.0,5810,tt0954990,movie,The Yellow Handkerchief,The Yellow Handkerchief,0,2008,\N,102,"Adventure,Drama,Romance",yellow handkerchief,2010-02-26,The Yellow Handkerchief,15500000.0,318623.0,318623.0,Samuel Goldwyn Films,PG-13,Drama,1,6.7,8816.0,9.26923076923077,,-15181377.0,18.790992648429736,16.5563506464056,0,0.0,0.0,0.0,,0.0
620,586,148,1948.0,6039,tt1002563,movie,The Young Messiah,The Young Messiah,0,2016,\N,111,"Drama,Fantasy",young messiah,2016-03-11,The Young Messiah,16800000.0,6469813.0,7313697.0,Focus Features,PG-13,Drama,1,5.7,3811.0,3.1153846153846154,,-9486303.0,18.82956465462274,16.636889503897294,1,18.982741857279304,6.233333333333334,15.855610066112591,"tt3381008,tt4257926,tt3277624",15.653846153846153
621,587,149,1949.0,5848,tt0962736,movie,The Young Victoria,The Young Victoria,0,2009,\N,105,"Biography,Drama,History",young victoria,2009-12-18,The Young Victoria,35000000.0,11001272.0,31878891.0,Apparition,PG,Drama,1,7.2,65514.0,15.153846153846152,,-3121109.0,18.870984677104325,17.370858648025116,0,0.0,0.0,0.0,,0.0
622,588,150,1950.0,10402,tt1316616,movie,There Be Dragons,There Be Dragons,0,2011,\N,122,"Biography,Drama,War",re be dragons,2011-05-06,There Be Dragons,36000000.0,1069334.0,4020990.0,Samuel Goldwyn Films,PG-13,Drama,1,5.7,5034.0,16.76923076923077,,-31979010.0,18.66770480062614,17.39902952419816,1,19.365457812460633,6.8,17.843089451016972,"tt1321860,tt0800369",28.125
623,589,151,1951.0,3082,tt0469494,movie,There Will Be Blood,There Will Be Blood,0,2007,\N,158,Drama,re will be blood,2007-12-26,There Will Be Blood,25000000.0,40222514.0,77208711.0,Paramount Vantage,R,Drama,1,8.2,624437.0,6.230769230769231,,52208711.0,19.173080838909314,17.034386422832473,1,19.072773895006247,6.766666666666667,16.681839598813767,"tt0808417,tt0427309,tt0825232,tt0507925,tt0841046,tt0887719,tt0472062",7.395604395604395
624,590,152,1952.0,19388,tt2398249,movie,They Came Together,They Came Together,0,2014,\N,83,"Comedy,Romance",y came together,2014-06-27,They Came Together,3000000.0,0.0,82780.0,Lionsgate,R,Comedy,1,5.6,24127.0,5.365384615384615,,-2917220.0,18.87228349187183,14.91412317996566,1,19.231272710196013,6.166666666666667,16.640967693040707,"tt2103254,tt2377322,tt1980929",17.288461538461537
625,591,153,1953.0,3083,tt0469623,movie,Things We Lost in the Fire,Things We Lost in the Fire,0,2007,\N,118,Drama,things we lost in the fire,2007-10-19,Things We Lost in the Fire,16000000.0,3287315.0,8120148.0,Paramount Pictures,R,Drama,1,7.1,29531.0,5.711538461538462,,-7879852.0,18.84018122051373,16.588099342704055,1,18.96669081011769,7.5,15.977566217911034,"tt2385753,tt0049833,tt0477139,tt0389722",19.783653846153843
626,592,156,1956.0,12462,tt14657208,tvEpisode,This is the End,This is the End,0,2021,\N,\N,"Action,Adventure,Animation",this is the end,2013-06-12,This is the End,32000000.0,101470202.0,126539117.0,Sony Pictures,R,Comedy,1,9.4,69.0,7.5,,94539117.0,19.35496508744792,17.281246492014,1,19.09195425558918,6.3,17.87595358575207,tt2234155,11.923076923076923
627,593,157,1957.0,5164,tt0800369,movie,Thor,Thor,0,2011,\N,115,"Action,Fantasy",thor,2011-05-06,Thor,150000000.0,181030624.0,449326618.0,Paramount Pictures,PG-13,Action,1,7.0,885340.0,11.903846153846152,,299326618.0,19.945272103201248,18.826145858727195,1,18.72667416117308,6.15,17.129531283752453,"tt1321860,tt1316616",30.557692307692307
628,594,158,1958.0,16488,tt1981115,movie,Thor: The Dark World,Thor: The Dark World,0,2013,\N,112,"Action,Adventure,Fantasy",thor the dark world,2013-11-08,Thor: The Dark World,150000000.0,206362140.0,644602516.0,Walt Disney,PG-13,Action,1,6.8,712580.0,8.25,,494602516.0,20.299538765120204,18.826145858727195,1,19.195807426158172,7.5,16.75994958976229,tt0816442,24.884615384615383
629,595,159,1959.0,1921,tt0318761,movie,Thumbsucker,Thumbsucker,0,2005,\N,96,"Comedy,Drama",thumbsucker,2005-09-16,Thumbsucker,4000000.0,1328679.0,1919197.0,Sony Pictures Classics,R,Comedy,1,6.5,21828.0,10.98076923076923,,-2080803.0,18.87759405511578,15.201805169084134,1,18.907196193195404,7.15,17.182211540787716,"tt0399295,tt0377107",47.38461538461539
630,596,160,1960.0,1021,tt0167456,movie,Thunderbirds,Thunderbirds,0,2004,\N,95,"Action,Adventure,Comedy",thunderbirds,2004-07-30,Thunderbirds,55000000.0,6768055.0,28231444.0,Universal,PG,Adventure,1,4.3,14333.0,32.833333333333336,,-26768556.0,18.707598361783155,17.822843761378564,1,19.013838820685407,7.2,15.372268468124973,"tt0333766,tt0366551",21.23333333333333
631,597,161,1961.0,15756,tt1855401,movie,Tim and Eric's Billion Dollar Movie,Tim and Eric's Billion Dollar Movie,0,2012,\N,93,Comedy,tim and erics billion dollar movie,2012-03-02,Tim and Eric's Billion Dollar Movie,3000000.0,201436.0,223652.0,Magnet Pictures,R,Comedy,1,5.3,10523.0,4.557692307692308,,-2776348.0,18.87317989101734,14.91412317996566,0,0.0,0.0,0.0,,0.0
632,598,162,1962.0,5445,tt0857295,movie,Timber Falls,Timber Falls,0,2007,\N,100,"Horror,Thriller",timber falls,2007-12-07,Timber Falls,2600000.0,0.0,71248.0,Slowhand Cinema,R,Horror,1,5.2,6365.0,18.615384615384617,,-2528752.0,18.874753453534662,14.771022387607022,1,19.76732456735763,7.5,15.761420849876721,tt0467406,51.32692307692308
633,600,165,1965.0,9790,tt1270286,movie,To Save a Life,To Save a Life,0,2009,\N,120,Drama,to save a life,2010-01-22,To Save a Life,500000.0,3777210.0,3824868.0,Samuel Goldwyn Films,PG-13,Drama,1,6.8,5822.0,18.923076923076923,,3324868.0,18.91125183660903,13.122365377402328,1,19.010464113455086,5.7,17.46810469220649,"tt0808510,tt1244659",5.288461538461538
634,601,166,1966.0,11100,tt1365519,movie,Tomb Raider,Tomb Raider,0,2018,\N,119,"Action,Adventure,Fantasy",tomb raider,2018-03-16,Tomb Raider,90000000.0,57421715.0,272648985.0,Warner Bros.,PG-13,Action,1,6.3,223301.0,14.442307692307692,,182648985.0,19.652217116703824,18.31532023940565,1,19.188572093535594,7.5,16.118095750958318,tt5164432,3.5576923076923075
635,602,168,1968.0,16321,tt1964418,movie,Tomorrowland,Tomorrowland,0,2015,\N,130,"Action,Adventure,Family",tomorrowland,2015-05-22,Tomorrowland,170000000.0,93436322.0,207283457.0,Walt Disney,PG,Adventure,1,6.4,188654.0,16.884615384615383,,37283457.0,19.100152125612738,18.95130900089689,1,18.86334415685069,4.949999999999999,14.599819412753831,"tt1950135,tt2494384",63.72115384615385
636,603,169,1969.0,5201,tt0808510,movie,Tooth Fairy,Tooth Fairy,0,2010,\N,101,"Comedy,Family,Fantasy",tooth fairy,2010-01-22,Tooth Fairy,48000000.0,60022256.0,112610386.0,20th Century Fox,PG,Adventure,1,5.0,48876.0,7.326923076923077,,64610386.0,19.229877845860003,17.6867115897055,1,18.851151108829598,6.6,15.185931586054906,"tt1270286,tt1244659",11.086538461538462
637,604,170,1970.0,21027,tt2784678,movie,Top Five,Top Five,0,2014,\N,102,"Comedy,Romance",top five,2014-12-12,Top Five,12000000.0,25317379.0,26001741.0,Paramount Pictures,R,Comedy,1,6.4,27379.0,22.0,,14001741.0,18.974575868622942,16.300417291085605,1,19.16851418547263,6.3,17.784197934617353,"tt1791528,tt1528100",8.384615384615385
638,605,171,1971.0,1998,tt0329691,movie,Torque,Torque,0,2004,\N,84,"Action,Comedy,Crime",torque,2004-01-16,Torque,40000000.0,21176322.0,46176322.0,Warner Bros.,PG-13,Action,1,4.1,29214.0,89.5,,6176322.0,18.928559969346612,17.504390037078213,0,0.0,0.0,0.0,,0.0
639,606,172,1972.0,3090,tt0471042,movie,Tower Heist,Tower Heist,0,2011,\N,104,"Action,Comedy,Crime",tower heist,2011-11-04,Tower Heist,85000000.0,78046570.0,150422946.0,Universal,PG-13,Comedy,1,6.2,149321.0,5.230769230769231,,65422946.0,19.233488960066897,18.258161826219297,1,18.98043730521949,5.8,16.94720973687913,"tt1616195,tt1535612",11.057692307692307
640,607,173,1973.0,2548,tt0399095,movie,Trade,Trade,0,2007,\N,120,"Crime,Drama,Thriller",trade,2007-09-28,Trade,12000000.0,214202.0,1513388.0,Roadside Attractions,R,Drama,1,7.3,17807.0,82.67307692307692,,-10486612.0,18.822896505313317,16.300417291085605,1,19.220592311467158,6.7,17.502825095197572,"tt0492956,tt0431197",32.769230769230774
641,609,175,1975.0,22787,tt3152624,movie,Trainwreck,Trainwreck,0,2015,\N,125,"Comedy,Drama,Romance",trainwreck,2015-07-17,Trainwreck,35000000.0,110212700.0,141123897.0,Universal,R,Comedy,1,6.2,141009.0,4.75,,106123897.0,19.399472540258117,17.370858648025116,1,20.12335411635634,7.3,18.683045016112164,tt0478970,6.826923076923077
642,610,176,1976.0,2610,tt0407265,movie,Transamerica,Transamerica,0,2005,\N,103,"Adventure,Comedy,Drama",transamerica,2006-01-20,Transamerica,1000000.0,9015303.0,16553163.0,Weinstein Co.,R,Drama,1,7.4,42138.0,40.98076923076923,,15553163.0,18.983452483771465,13.815511557963774,1,19.246686804175678,6.7,17.622173069956816,tt0401855,8.615384615384615
643,611,177,1977.0,2684,tt0418279,movie,Transformers,Transformers,0,2007,\N,144,"Action,Adventure,Sci-Fi",transformers,2007-07-02,Transformers,151000000.0,319246193.0,708272592.0,Paramount Pictures,PG-13,Action,1,7.0,665463.0,10.566037735849056,,557272592.0,20.39096651180682,18.832790401401716,1,19.336766785218625,7.0200000000000005,17.037119750803395,"tt0337978,tt0382932,tt0462504,tt5462288,tt0765447",35.49230769230769
644,612,178,1978.0,16114,tt1921149,movie,Trash,Trash,0,2014,\N,114,"Adventure,Crime,Drama",trash,2015-10-09,Trash,12000000.0,17484.0,6553186.0,Focus Features,R,Adventure,1,7.1,22576.0,76.17307692307692,,-5446814.0,18.85604884748799,16.300417291085605,1,18.912622442338723,6.45,18.021426915843477,"tt3332064,tt2080374",45.32692307692308
645,613,180,1980.0,14636,tt1679335,movie,Trolls,Trolls,0,2016,\N,92,"Adventure,Animation,Comedy",trolls,2016-11-04,Trolls,125000000.0,153707064.0,344527425.0,20th Century Fox,PG,Adventure,1,6.4,88609.0,9.634615384615383,,219527425.0,19.7544374209634,18.643824303266573,1,19.573830425947634,7.533333333333334,17.479527107138424,"tt4669986,tt1211837,tt2119532",32.46794871794872
646,614,181,1981.0,5760,tt0942385,movie,Tropic Thunder,Tropic Thunder,0,2008,\N,107,"Action,Comedy,War",tropic thunder,2008-08-13,Tropic Thunder,90000000.0,110515313.0,191145256.0,Paramount Pictures,R,Comedy,1,7.1,438548.0,5.019230769230769,,101145256.0,19.380587350705774,18.31532023940565,1,19.221956202417882,7.2,16.638178276612255,"tt0458290,tt0497465,tt0790686",25.102564102564102
647,615,182,1982.0,17064,tt2083383,movie,Trouble with the Curve,Trouble with the Curve,0,2012,\N,111,"Drama,Sport",trouble with the curve,2012-09-21,Trouble with the Curve,60000000.0,35763137.0,47818913.0,Warner Bros.,PG-13,Drama,1,6.8,67227.0,6.326923076923077,,-12181087.0,18.811498528520925,17.909855136853043,1,18.992320372389013,6.833333333333333,16.58322172560024,"tt1343727,tt1659337,tt1582507",9.602564102564102
648,616,183,1983.0,2020,tt0332452,movie,Troy,Troy,0,2004,\N,163,Drama,troy,2004-05-14,Troy,150000000.0,133298577.0,484161265.0,Warner Bros.,R,Action,1,7.3,559005.0,28.526315789473685,,334161265.0,20.0183724712719,18.826145858727195,1,20.74991568704356,7.3,18.064005814299346,tt0298148,18.1
649,617,184,1984.0,7227,tt1087527,movie,Trucker,Trucker,0,2008,\N,90,Drama,trucker,2009-10-09,Trucker,1500000.0,52429.0,52429.0,Monterey Media,R,Drama,1,6.6,3563.0,64.98076923076923,,-1447571.0,18.88159588522664,14.220976332738882,1,19.149902699737403,6.5,16.790831920716464,"tt1226271,tt1078940",7.884615384615385
650,618,185,1985.0,13277,tt1529572,movie,Trust,Trust,0,2010,\N,106,"Crime,Drama,Mystery",trust,2011-04-01,Trust,4000000.0,120016.0,120016.0,Alchemy,R,Drama,1,6.9,43677.0,79.6923076923077,,-3879984.0,18.86613560916728,15.201805169084134,1,19.21484972904295,5.233333333333333,16.196795657505234,"tt1584131,tt1591095,tt1411704",30.865384615384613
651,619,186,1986.0,2770,tt0427968,movie,Trust the Man,Trust the Man,0,2005,\N,103,"Comedy,Drama,Romance",trust the man,2006-08-18,Trust the Man,9000000.0,1530535.0,2548378.0,Fox Searchlight,R,Comedy,1,5.7,8772.0,8.788461538461538,,-6451622.0,18.8495262479735,16.012735246411598,1,19.241746369603337,7.5,16.61887099947687,tt0443543,3.1538461538461537
652,620,187,1987.0,3077,tt0468565,movie,Tsotsi,Tsotsi,0,2005,\N,95,"Crime,Drama",tsotsi,2006-02-24,Tsotsi,3000000.0,2912606.0,11537539.0,Miramax,R,Drama,1,7.2,29117.0,12.326923076923077,,8537539.0,18.942669072260344,14.91412317996566,1,19.01124132023801,6.3,16.383409855901167,"tt0455612,tt0404390",5.365384615384616
653,622,189,1989.0,3236,tt0491203,movie,Tulip Fever,Tulip Fever,0,2017,\N,105,"Drama,History,Romance",tulip fever,2017-09-01,Tulip Fever,25000000.0,2455635.0,6498776.0,Weinstein Co.,R,Drama,1,6.2,22506.0,4.9423076923076925,,-18501224.0,18.767801631900674,17.034386422832473,0,0.0,0.0,0.0,,0.0
654,623,190,1990.0,15803,tt1860353,movie,Turbo,Turbo,0,2013,\N,96,"Adventure,Animation,Comedy",turbo,2013-07-17,Turbo,135000000.0,83028130.0,286896578.0,20th Century Fox,PG,Adventure,1,6.4,107205.0,75.09615384615384,,151896578.0,19.558182213258824,18.72078534381011,1,19.24858148301596,6.5200000000000005,17.129660724979573,"tt1457767,tt0790736,tt1821694,tt2334649,tt2191701",14.59230769230769
655,624,191,1991.0,22668,tt3099498,movie,Tusk,Tusk,0,2014,\N,102,"Comedy,Horror",tusk,2014-09-19,Tusk,3000000.0,1821983.0,1857688.0,A24,R,Horror,1,5.3,61170.0,27.557692307692307,,-1142312.0,18.88351932166322,14.91412317996566,0,0.0,0.0,0.0,,0.0
656,625,192,1992.0,14964,tt17277218,tvEpisode,Two Brothers,Two Brothers,0,2022,\N,24,"Action,Adventure,Animation",two brothers,2004-06-25,Two Brothers,72000000.0,19176754.0,62176754.0,Universal,PG,Drama,1,9.7,72549.0,23.48,,-9823246.0,18.82732352499812,18.09217669086922,1,19.19205597127053,6.733333333333333,16.850503893403726,"tt0332280,tt0352277,tt0381707",14.266666666666666
657,626,193,1993.0,7448,tt1103275,movie,Two Lovers,Two Lovers,0,2008,\N,110,"Drama,Romance",two lovers,2009-02-13,Two Lovers,12000000.0,3149034.0,16349034.0,Magnolia Pictures,R,Drama,1,7.0,42777.0,20.5,,4349034.0,18.917502986441807,16.300417291085605,0,0.0,0.0,0.0,,0.0
658,627,194,1994.0,16816,tt2032572,movie,USS Indianapolis: Men of Courage,USS Indianapolis: Men of Courage,0,2016,\N,128,"Action,Drama,History",uss indianapolis men of courage,2016-11-11,USS Indianapolis: Men of Courage,40000000.0,0.0,1641255.0,Saban Films,R,Drama,1,5.3,13990.0,12.692307692307692,,-38358745.0,18.616586746270933,17.504390037078213,1,19.305148202830267,7.0,17.157191070897476,"tt4649416,tt2543164",11.759615384615385
659,628,195,1995.0,6573,tt10387658,tvSeries,Ultramarines,Ultramarines,0,2008,2009,\N,Talk-Show,ultramarines,2011-02-26,Ultramarines,8900000.0,0.0,0.0,Codex Pictures,R,Action,1,,,6.346153846153846,,-8900000.0,18.8334524338611,16.001561947061912,1,18.91846870121158,5.65,17.881275930619342,"tt1502404,tt0480687",4.490384615384616
660,629,196,1996.0,2290,tt0370032,movie,Ultraviolet,Ultraviolet,0,2006,\N,88,"Action,Sci-Fi",ultraviolet,2006-03-03,Ultraviolet,30000000.0,18522064.0,30962112.0,Sony Pictures,PG-13,Action,1,4.3,83506.0,18.115384615384617,,962112.0,18.89667957227457,17.21670797295976,1,18.89774734657437,8.2,16.906553056777135,tt0530647,7.096153846153846
661,630,197,1997.0,3216,tt0488658,movie,Unaccompanied Minors,Unaccompanied Minors,0,2006,\N,90,"Adventure,Comedy,Family",unaccompanied minors,2006-12-08,Unaccompanied Minors,25000000.0,16655224.0,21970831.0,Warner Bros.,PG,Adventure,1,5.3,12184.0,7.826923076923077,,-3029169.0,18.87157056261321,17.034386422832473,1,19.097238960895695,7.55,17.21670800018198,"tt0071222,tt0450259",8.471153846153847
662,631,198,1998.0,15426,tt1809398,movie,Unbroken,Unbroken,0,2014,\N,137,"Action,Biography,Drama",unbroken,2014-12-25,Unbroken,65000000.0,115637895.0,163527824.0,Universal,PG-13,Drama,1,7.2,178841.0,6.980769230769231,,98527824.0,19.37051388635207,17.989897843244524,1,18.99345457250638,7.0,16.118095750958318,tt1126590,11.384615384615383
663,632,199,1999.0,2073,tt0339840,movie,Undead,Undead,0,2003,\N,104,"Action,Comedy,Fantasy",undead,2005-07-01,Undead,750000.0,41196.0,229250.0,Lionsgate,R,Horror,1,5.4,14680.0,52.42307692307692,,-520750.0,18.88742438395273,13.527829818844939,1,19.48545551875971,5.8,18.16024277904161,"tt0376108,tt0407304",32.29807692307692
664,634,2,1202.0,14908,tt1716777,movie,People Like Us,People Like Us,0,2012,\N,114,"Comedy,Drama",people like us,2012-06-29,People Like Us,16000000.0,12431792.0,12617472.0,Walt Disney,PG-13,Drama,1,7.0,43961.0,9.788461538461538,,-3382528.0,18.86931691256362,16.588099342704055,1,19.642754247614494,6.733333333333333,15.964084070563645,"tt1915581,tt1637725,tt2125435",17.76282051282051
665,635,3,1203.0,15741,tt1854564,movie,Percy Jackson: Sea of Monsters,Percy Jackson: Sea of Monsters,0,2013,\N,106,"Adventure,Family,Fantasy",percy jackson sea of monsters,2013-08-07,Percy Jackson: Sea of Monsters,90000000.0,68559554.0,200859554.0,20th Century Fox,PG,Adventure,1,5.7,123350.0,7.826923076923077,,110859554.0,19.41711099727499,18.31532023940565,1,19.391180386245566,6.825,17.17190423377114,"tt1714206,tt1535108,tt1723121,tt1272878",9.552884615384617
666,636,4,1204.0,2524,tt0396171,movie,Perfume: The Story of a Murderer,Perfume: The Story of a Murderer,0,2006,\N,147,"Crime,Drama,Fantasy",perfume the story of a murderer,2006-12-27,Perfume: The Story of a Murderer,63700000.0,2223293.0,133603463.0,Paramount Pictures,R,Drama,1,7.5,261852.0,19.76923076923077,,69903463.0,19.253170057040517,17.96969513624098,1,19.239831951991054,6.975,17.71307333701308,"tt0477347,tt0465551,tt0758794,tt0482546",8.104045718432513
667,637,7,1207.0,19542,tt2431286,movie,Philomena,Philomena,0,2013,\N,98,"Biography,Comedy,Drama",philomena,2013-11-22,Philomena,12000000.0,37709979.0,98963392.0,Weinstein Co.,PG-13,Drama,1,7.6,102920.0,18.615384615384617,,86963392.0,19.32475067713085,16.300417291085605,1,19.1082782068226,6.4,16.906553056777135,"tt2387559,tt2312718",15.000000000000002
668,638,9,1209.0,5664,tt0910936,movie,Pineapple Express,Pineapple Express,0,2008,\N,111,"Action,Comedy,Crime",pineapple express,2008-08-06,Pineapple Express,26000000.0,87341380.0,102404019.0,Sony Pictures,R,Comedy,1,6.9,352525.0,5.153846153846154,,76404019.0,19.281052848427773,17.073607134447293,1,18.89343743007223,6.666666666666667,15.36683109055629,"tt1027862,tt0914797,tt0978759",10.064102564102567
669,639,10,1210.0,3048,tt0464154,movie,Piranha 3D,Piranha 3D,0,2010,\N,88,"Comedy,Horror",piranha d,2010-08-20,Piranha 3D,24000000.0,25003155.0,83660160.0,Weinstein/Dimension,R,Horror,1,5.5,95422.0,5.326923076923077,,59660160.0,19.207592187275132,16.993564429978885,1,19.030842032678336,5.233333333333333,16.721949737926092,"tt0979434,tt1666186,tt1071812",11.89102564102564
670,640,11,1211.0,16498,tt1981677,movie,Pitch Perfect,Pitch Perfect,0,2012,\N,112,"Comedy,Music,Romance",pitch perfect,2012-09-28,Pitch Perfect,17000000.0,65001093.0,116044347.0,Universal,PG-13,Comedy,1,7.1,324325.0,7.538461538461538,,99044347.0,19.372509832805232,16.648723960844016,1,19.41919184553234,6.933333333333334,17.411606462980448,"tt1276104,tt1870529,tt0837562",16.05128205128205
671,641,12,1212.0,26217,tt4765284,movie,Pitch Perfect 3,Pitch Perfect 3,0,2017,\N,93,"Comedy,Music",pitch perfect ,2017-12-22,Pitch Perfect 3,45000000.0,104897530.0,185736412.0,Universal,PG-13,Comedy,1,5.8,70000.0,7.1923076923076925,,140736412.0,19.521744734741194,17.622173069956816,1,19.466687138967025,6.3500000000000005,17.778064630869203,"tt2283362,tt6294822,tt1389072,tt1966359",20.192307692307697
672,642,13,1213.0,17384,tt2120120,movie,Pixels,Pixels,0,2015,\N,105,"Action,Comedy,Fantasy",pixels,2015-07-24,Pixels,90000000.0,78765986.0,244041804.0,Sony Pictures,PG-13,Adventure,1,5.6,155008.0,15.038461538461538,,154041804.0,19.56503667195327,18.31532023940565,1,19.164062662940914,6.074999999999999,16.786770762775433,"tt3622592,tt1798684,tt1524575,tt1524930",20.60576923076923
673,643,14,1214.0,24462,tt3890058,tvEpisode,Planes: Fire and Rescue,Planes: Fire and Rescue,0,2014,\N,\N,Family,planes fire and rescue,2014-07-18,Planes: Fire and Rescue,50000000.0,59157732.0,156399644.0,Walt Disney,PG,Adventure,1,7.7,6.0,5.846153846153846,,106399644.0,19.40050816404704,17.72753358339242,1,19.10544303119626,6.199999999999999,15.659950797520994,"tt1956620,tt2884206",32.94230769230769
674,644,15,1215.0,4960,tt0762125,movie,Planet 51,Planet 51,0,2009,\N,91,"Adventure,Animation,Comedy",planet ,2009-11-20,Planet 51,60000000.0,42194060.0,108996113.0,Sony Pictures,PG,Adventure,1,6.0,57760.0,8.134615384615385,,48996113.0,19.157826216454794,17.909855136853043,1,19.386878725857585,6.5375,17.52992728290298,"tt1186367,tt0976238,tt0878804,tt0780521,tt0898367,tt1259571,tt0425637,tt1175506",18.283653846153847
675,646,17,1217.0,19856,tt2556874,movie,Plastic,Plastic,0,2014,\N,102,"Action,Comedy,Crime",plastic,2014-09-26,Plastic,10000000.0,0.0,575371.0,ARC Entertainment,R,Action,1,6.0,8206.0,87.71153846153847,,-9424629.0,18.829974327420643,16.118095750958318,1,19.171843272190667,6.8,17.909855136853043,tt0787474,6.173076923076923
676,647,18,1218.0,16112,tt1921064,movie,Pompeii,Pompeii,0,2014,\N,105,"Action,Adventure,Drama",pompeii,2014-02-21,Pompeii,80000000.0,23169033.0,108469033.0,Sony Pictures,PG-13,Drama,1,5.5,115088.0,22.23076923076923,,28469033.0,19.054444275495516,18.197537205138154,0,0.0,0.0,0.0,,0.0
677,650,23,1223.0,2623,tt0409182,movie,Poseidon,Poseidon,0,2006,\N,98,"Action,Adventure,Thriller",poseidon,2006-05-12,Poseidon,160000000.0,60674817.0,181674817.0,Warner Bros.,PG-13,Adventure,1,5.7,108880.0,34.76923076923077,,21674817.0,19.017728932677564,18.8906843794481,1,18.871720953815746,6.050000000000001,16.36848341006607,"tt0415949,tt0380389",9.51923076923077
678,652,26,1226.0,24038,tt3717490,movie,Power Rangers,Power Rangers,0,2017,\N,124,"Action,Adventure,Fantasy",power rangers,2017-03-24,Power Rangers,120000000.0,85364450.0,142545357.0,Lionsgate,PG-13,Action,1,5.9,112562.0,18.65384615384616,,22545357.0,19.02250923709292,18.603002309079653,0,0.0,0.0,0.0,,0.0
679,653,27,1227.0,11921,tt1424381,movie,Predators,Predators,0,2010,\N,107,"Action,Adventure,Fantasy",predators,2010-07-09,Predators,40000000.0,52000688.0,127234389.0,20th Century Fox,R,Action,1,6.4,240461.0,6.903846153846154,,87234389.0,19.325847391994756,17.504390037078213,1,19.13719125619909,6.55,17.046244774266118,"tt0963966,tt0842926",7.596153846153847
680,654,29,1229.0,3172,tt0482572,movie,Pride and Glory,Pride and Glory,0,2008,\N,130,"Crime,Drama,Thriller",pride and glory,2008-10-24,Pride and Glory,30000000.0,15740721.0,43440721.0,Warner Bros.,R,Drama,1,6.6,62585.0,6.423076923076923,,13440721.0,18.97134643902977,17.21670797295976,1,19.02818559754482,6.933333333333334,15.301840664097432,"tt0383028,tt1132626,tt0813715",26.41025641025641
