,Unnamed: 0.1,Unnamed: 0,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,title_std,release_date,movie,production_budget,domestic_gross,worldwide_gross,distributor,mpaa_rating,genre,movie_same_name,averageRating,numVotes,search_index,error_message
57,857.0,19285,tt2382396,movie,Joe,Joe,0,2013,\N,117,"Crime,Drama,Thriller",joe,2014-04-11,Joe,4000000.0,373375.0,373375.0,Roadside Attractions,R,Drama,1,6.8,50578.0,2.8076923076923075,The request failed: Google returned a response with code 500
59,859.0,1608,tt0279889,movie,Joe Somebody,Joe Somebody,0,2001,\N,98,"Comedy,Drama",joe somebody,2001-12-21,Joe Somebody,38000000.0,22770864.0,24515990.0,20th Century Fox,PG,Comedy,1,5.5,10997.0,,The request failed: Google returned a response with code 429
62,862.0,1569,tt0274166,movie,Johnny English,Johnny English,0,2003,\N,89,"Action,Adventure,Comedy",johnny english,2003-07-18,Johnny English,45000000.0,28013509.0,163126676.0,Universal,PG,Adventure,1,6.2,170909.0,21.53846153846154,The request failed: Google returned a response with code 429
66,866.0,1770,tt0298388,movie,Jonah: A VeggieTales Movie,Jonah: A VeggieTales Movie,0,2002,\N,82,"Adventure,Animation,Comedy",jonah a veggietales movie,2002-10-04,Jonah: A VeggieTales Movie,14000000.0,25571351.0,25608779.0,Artisan,G,Adventure,1,6.4,4448.0,20.576923076923077,The request failed: Google returned a response with code 429
68,868.0,11546,tt1397514,movie,Journey 2: The Mysterious Island,Journey 2: The Mysterious Island,0,2012,\N,94,"Action,Adventure,Comedy",journey  the mysterious island,2012-02-10,Journey 2: The Mysterious Island,79000000.0,103860290.0,318146162.0,Warner Bros.,PG,Adventure,1,5.7,110015.0,10.288461538461538,The request failed: Google returned a response with code 429
78,878.0,983,tt0163025,movie,Jurassic Park III,Jurassic Park III,0,2001,\N,92,"Action,Adventure,Sci-Fi",jurassic park iii,2001-07-18,Jurassic Park III,93000000.0,181166115.0,365900000.0,Universal,PG-13,Action,1,5.9,335818.0,4.826923076923077,The request failed: Google returned a response with code 429
84,884.0,1523,tt0267626,movie,K-19: The Widowmaker,K-19: The Widowmaker,0,2002,\N,138,"Drama,History,Thriller",k the widowmaker,2002-07-19,K-19: The Widowmaker,90000000.0,35168966.0,65716126.0,Paramount Pictures,PG-13,Action,1,6.7,66272.0,,The request failed: Google returned a response with code 500
86,886.0,1472,tt0257568,movie,Kangaroo Jack,Kangaroo Jack,0,2003,\N,89,"Action,Adventure,Comedy",kangaroo jack,2003-01-17,Kangaroo Jack,60000000.0,66723216.0,90723216.0,Warner Bros.,PG,Adventure,1,4.5,33183.0,44.30769230769231,The request failed: Google returned a response with code 500
104,904.0,1545,tt0271027,movie,Kiss of the Dragon,Kiss of the Dragon,0,2001,\N,98,"Action,Crime,Thriller",kiss of the dragon,2001-07-06,Kiss of the Dragon,25000000.0,36833473.0,36833473.0,20th Century Fox,R,Action,1,6.6,65871.0,,The request failed: Google returned a response with code 500
107,907.0,1205,tt0211465,movie,Knockaround Guys,Knockaround Guys,0,2001,\N,92,"Crime,Drama,Thriller",knockaround guys,2002-10-11,Knockaround Guys,15000000.0,11660180.0,12419700.0,New Line,R,Drama,1,6.1,24618.0,,The request failed: Google returned a response with code 429
122,922.0,910,tt0146316,movie,Lara Croft: Tomb Raider,Lara Croft: Tomb Raider,0,2001,\N,100,"Action,Adventure,Fantasy",lara croft tomb raider,2001-06-15,Lara Croft: Tomb Raider,94000000.0,131144183.0,273330185.0,Paramount Pictures,PG-13,Adventure,1,5.7,216274.0,,The request failed: Google returned a response with code 500
130,930.0,13785,tt15747172,tvEpisode,Left Behind,Left Behind,0,2023,\N,55,"Action,Adventure,Drama",left behind,2001-02-02,Left Behind,18500000.0,4221341.0,4221341.0,Cloud Ten Pictures,PG-13,Drama,1,7.4,65929.0,,The request failed: Google returned a response with code 500
137,937.0,1503,tt0264796,movie,Life as a House,Life as a House,0,2001,\N,125,Drama,life as a house,2001-10-26,Life as a House,18000000.0,15652637.0,23889158.0,New Line,R,Drama,1,7.5,45212.0,,The request failed: Google returned a response with code 500
142,942.0,1851,tt0308506,movie,Like Mike,Like Mike,0,2002,\N,99,"Comedy,Family,Fantasy",like mike,2002-07-03,Like Mike,30000000.0,51432423.0,62432423.0,20th Century Fox,PG,Adventure,1,5.4,22081.0,,The request failed: Google returned a response with code 500
143,943.0,1575,tt0275847,movie,Lilo & Stitch,Lilo & Stitch,0,2002,\N,85,"Adventure,Animation,Comedy",lilo  stitch,2002-06-21,Lilo & Stitch,80000000.0,145771527.0,245800000.0,Walt Disney,PG,Adventure,1,7.3,206026.0,,The request failed: Google returned a response with code 429
145,945.0,24095,tt3741834,movie,Lion,Lion,0,2016,\N,118,"Biography,Drama",lion,2016-11-25,Lion,12000000.0,51739495.0,149875676.0,Weinstein Co.,PG-13,Drama,1,8.0,246522.0,,The request failed: Google returned a response with code 429
148,948.0,2594,tt0404203,movie,Little Children,Little Children,0,2006,\N,137,"Drama,Romance",little children,2006-10-06,Little Children,14000000.0,5463019.0,14121177.0,New Line,R,Drama,1,7.5,115304.0,,The request failed: Google returned a response with code 429
149,949.0,5883,tt0970866,movie,Little Fockers,Little Fockers,0,2010,\N,98,"Comedy,Romance",little fockers,2010-12-22,Little Fockers,100000000.0,148438600.0,310650574.0,Universal,PG-13,Comedy,1,5.5,117260.0,,The request failed: Google returned a response with code 429
151,951.0,2920,tt0449059,movie,Little Miss Sunshine,Little Miss Sunshine,0,2006,\N,101,"Comedy,Drama",little miss sunshine,2006-07-26,Little Miss Sunshine,8000000.0,59891098.0,100642353.0,Fox Searchlight,R,Comedy,1,7.8,506816.0,,The request failed: Google returned a response with code 429
160,960.0,1915,tt0318155,movie,Looney Tunes: Back in Action,Looney Tunes: Back in Action,0,2003,\N,93,"Adventure,Animation,Comedy",looney tunes back in action,2003-11-14,Looney Tunes: Back in Action,80000000.0,20950820.0,54540662.0,Warner Bros.,PG,Adventure,1,5.8,39725.0,36.78846153846154,The request failed: Google returned a response with code 500
166,966.0,1634,tt0282698,movie,Love Liza,Love Liza,0,2002,\N,90,"Comedy,Drama",love liza,2002-12-30,Love Liza,1000000.0,213137.0,213137.0,,R,Drama,1,6.9,8441.0,,The request failed: Google returned a response with code 500
177,977.0,12590,tt1474684,tvSeries,Luther,Luther,0,2010,2019,60,"Crime,Drama,Mystery",luther,2003-09-26,Luther,35000000.0,5781086.0,32736879.0,RS Entertainment,PG-13,Drama,1,8.4,151381.0,,The request failed: Google returned a response with code 500
183,983.0,5794,tt0951216,movie,Mad Money,Mad Money,0,2008,\N,104,"Comedy,Crime,Thriller",mad money,2008-01-18,Mad Money,22000000.0,20668843.0,25044057.0,Overture Films,PG-13,Comedy,1,5.9,22496.0,,The request failed: Google returned a response with code 429
195,995.0,1984,tt0328099,movie,Malibu's Most Wanted,Malibu's Most Wanted,0,2003,\N,86,"Comedy,Crime",malibus most wanted,2003-04-18,Malibu's Most Wanted,15000000.0,34308901.0,34499204.0,Warner Bros.,PG-13,Comedy,1,5.2,20571.0,,The request failed: Google returned a response with code 500
197,997.0,2006,tt0330602,movie,Mambo Italiano,Mambo Italiano,0,2003,\N,88,"Comedy,Drama,Romance",mambo italiano,2003-06-06,Mambo Italiano,5500000.0,9282750.0,12399772.0,Goldwyn Entertainment,R,Comedy,1,6.7,6901.0,,The request failed: Google returned a response with code 429
75,1175.0,5067,tt0785007,movie,Over Her Dead Body,Over Her Dead Body,0,2008,\N,95,"Comedy,Fantasy,Romance",over her dead body,2008-02-01,Over Her Dead Body,10000000.0,7570127.0,21596074.0,New Line,PG-13,Comedy,1,5.2,25248.0,18.73076923076923,The request failed: Google returned a response with code 429
78,1178.0,19860,tt2557478,movie,Pacific Rim: Uprising,Pacific Rim: Uprising,0,2018,\N,111,"Action,Adventure,Sci-Fi",pacific rim uprising,2018-03-23,Pacific Rim: Uprising,155000000.0,59185715.0,290241338.0,Universal,PG-13,Action,1,5.6,124371.0,4.826923076923077,The request failed: Google returned a response with code 429
26,1426.0,29095,tt6182908,movie,Smallfoot,Smallfoot,0,2018,\N,96,"Adventure,Animation,Comedy",smallfoot,2018-09-28,Smallfoot,80000000.0,66361035.0,137161035.0,Warner Bros.,PG,Adventure,1,6.6,42079.0,,The request failed: Google returned a response with code 429
33,1433.0,15007,tt1735898,movie,Snow White and the Huntsman,Snow White and the Huntsman,0,2012,\N,127,"Action,Adventure,Drama",snow white and the huntsman,2012-06-01,Snow White and the Huntsman,170000000.0,155136755.0,401021746.0,Universal,PG-13,Adventure,1,6.1,298916.0,,The request failed: Google returned a response with code 429
42,1442.0,1199,tt0210299,movie,Songcatcher,Songcatcher,0,2000,\N,109,"Drama,Music",songcatcher,2001-06-15,Songcatcher,1800000.0,3050934.0,3050934.0,Lionsgate,PG-13,Drama,1,7.3,3652.0,,The request failed: Google returned a response with code 429
75,1475.0,5354,tt0838283,movie,Step Brothers,Step Brothers,0,2008,\N,98,Comedy,step brothers,2008-07-25,Step Brothers,65000000.0,100468793.0,128468793.0,Sony Pictures,R,Comedy,1,6.9,312067.0,18.73076923076923,The request failed: Google returned a response with code 429
121,1521.0,2959,tt0453556,movie,TMNT,TMNT,0,2007,\N,87,"Action,Adventure,Animation",tmnt,2007-03-23,TMNT,35000000.0,54149098.0,96096018.0,Warner Bros.,PG,Action,1,6.2,68354.0,,The request failed: Google returned a response with code 429
144,1544.0,7912,tt1130964,movie,The 5th Quarter,The 5th Quarter,0,2010,\N,101,"Biography,Drama,Sport",th quarter,2011-03-25,The 5th Quarter,6000000.0,408159.0,408159.0,Rocky Mountain Pict…,PG,Drama,1,5.6,1662.0,,The request failed: Google returned a response with code 429
146,1546.0,2777,tt0429493,movie,The A-Team,The A-Team,0,2010,\N,117,"Action,Adventure,Crime",ateam,2010-06-11,The A-Team,110000000.0,77222099.0,177241171.0,20th Century Fox,PG-13,Action,1,6.7,266366.0,,The request failed: Google returned a response with code 500
171,1571.0,31,tt0004972,movie,The Birth of a Nation,The Birth of a Nation,0,1915,\N,195,"Drama,History,War",birth of a nation,2016-10-07,The Birth of a Nation,10000000.0,15861566.0,16891011.0,Fox Searchlight,R,Drama,1,6.2,25922.0,,The request failed: Google returned a response with code 429
181,1581.0,24436,tt3882082,movie,The Boy,The Boy,0,2016,\N,97,"Horror,Mystery,Thriller",boy,2016-01-22,The Boy,10000000.0,35819556.0,68220952.0,STX Entertainment,PG-13,Horror,1,6.0,100061.0,,The request failed: Google returned a response with code 429
192,1592.0,15319,tt1790886,movie,The Campaign,The Campaign,0,2012,\N,85,Comedy,campaign,2012-08-10,The Campaign,95000000.0,86907746.0,104907746.0,Warner Bros.,R,Comedy,1,6.1,135614.0,,The request failed: Google returned a response with code 429
197,1597.0,5579,tt0889588,movie,The Children of Huang Shi,The Children of Huang Shi,0,2008,\N,125,"Drama,War",children of huang shi,2008-05-23,The Children of Huang Shi,20000000.0,1031872.0,8221700.0,Sony Pictures Classics,R,Drama,1,7.0,9909.0,,The request failed: Google returned a response with code 429
16,1816.0,1311,tt0230600,movie,The Others,The Others,0,2001,\N,101,"Horror,Mystery,Thriller",others,2001-08-10,The Others,17000000.0,96522687.0,207765056.0,Miramax,PG-13,Horror,1,7.6,385787.0,11.288461538461538,The request failed: Google returned a response with code 500
24,1824.0,1441,tt0253474,movie,The Pianist,The Pianist,0,2002,\N,150,"Biography,Drama,Music",pianist,2002-12-27,The Pianist,35000000.0,32519322.0,111854182.0,Focus Features,R,Drama,1,8.5,885830.0,5.173076923076923,The request failed: Google returned a response with code 500
28,1828.0,1337,tt0237572,movie,The Pledge,The Pledge,0,2001,\N,124,"Crime,Drama,Mystery",pledge,2001-01-19,The Pledge,45000000.0,19719930.0,29406132.0,Warner Bros.,R,Drama,1,6.8,65078.0,6.730769230769231,The request failed: Google returned a response with code 429
52,1852.0,1764,tt0298130,movie,The Ring,The Ring,0,2002,\N,115,"Horror,Mystery",ring,2002-10-18,The Ring,48000000.0,129094024.0,248218486.0,Dreamworks SKG,PG-13,Horror,1,7.1,368347.0,,The request failed: Google returned a response with code 500
57,1857.0,32056,tt7587890,tvSeries,The Rookie,The Rookie,0,2018,\N,43,"Action,Crime,Drama",rookie,2002-03-29,The Rookie,22000000.0,75600072.0,80491516.0,Walt Disney,G,Drama,1,8.0,59231.0,2.8076923076923075,The request failed: Google returned a response with code 500
62,1862.0,1982,tt0327850,movie,The Rundown,The Rundown,0,2003,\N,104,"Action,Adventure,Comedy",rundown,2003-09-26,The Rundown,85000000.0,47641743.0,80831893.0,Universal,PG-13,Action,1,6.6,113547.0,21.53846153846154,The request failed: Google returned a response with code 429
66,1866.0,1582,tt0277296,movie,The Scorpion King,The Scorpion King,0,2002,\N,92,"Action,Adventure,Fantasy",scorpion king,2002-04-19,The Scorpion King,60000000.0,90580000.0,165890634.0,Universal,PG-13,Action,1,5.5,143792.0,20.576923076923077,The request failed: Google returned a response with code 429
75,1875.0,783,tt0120824,movie,The Shipping News,The Shipping News,0,2001,\N,111,Drama,shipping news,2001-12-25,The Shipping News,35000000.0,11405825.0,24405825.0,Miramax,R,Drama,1,6.7,33686.0,18.73076923076923,The request failed: Google returned a response with code 429
77,1877.0,1886,tt0314676,movie,The Singing Detective,The Singing Detective,0,2003,\N,109,"Comedy,Crime,Musical",singing detective,2003-10-24,The Singing Detective,8000000.0,336456.0,524747.0,Paramount Pictures,R,Comedy,1,5.4,8868.0,7.019230769230769,The request failed: Google returned a response with code 429
96,1896.0,2078,tt0340377,movie,The Station Agent,The Station Agent,0,2003,\N,89,"Comedy,Drama",station agent,2003-10-03,The Station Agent,500000.0,5801558.0,9470209.0,Miramax,R,Drama,1,7.6,72542.0,,The request failed: Google returned a response with code 429
108,1908.0,1531,tt0268695,movie,The Time Machine,The Time Machine,0,2002,\N,96,"Action,Adventure,Sci-Fi",time machine,2002-03-08,The Time Machine,80000000.0,56684819.0,98983590.0,Dreamworks SKG,PG-13,Adventure,1,6.0,128749.0,,The request failed: Google returned a response with code 500
113,1913.0,1726,tt0293662,movie,The Transporter,The Transporter,0,2002,\N,92,"Action,Crime,Thriller",transporter,2002-10-11,The Transporter,21000000.0,25296447.0,43928932.0,20th Century Fox,PG-13,Action,1,6.8,316165.0,,The request failed: Google returned a response with code 429
127,1927.0,1700,tt0290332,movie,The Wash,The Wash,0,2001,\N,96,Comedy,wash,2001-11-14,The Wash,4000000.0,10097096.0,10097096.0,Lionsgate,R,Comedy,1,4.8,7528.0,,The request failed: Google returned a response with code 500
145,1945.0,2643,tt0412080,movie,The World's Fastest Indian,The World's Fastest Indian,0,2005,\N,127,"Biography,Drama,Sport",worlds fastest indian,2005-12-07,The World's Fastest Indian,25000000.0,5128124.0,18991288.0,Magnolia Pictures,PG-13,Drama,1,7.8,57364.0,,The request failed: Google returned a response with code 429
154,1954.0,1989,tt0328538,movie,Thirteen,Thirteen,0,2003,\N,100,Drama,thirteen,2003-08-20,Thirteen,2000000.0,4601043.0,9505996.0,Fox Searchlight,R,Drama,1,6.8,95426.0,,The request failed: Google returned a response with code 500
155,1955.0,5742,tt0937375,movie,This Christmas,This Christmas,0,2007,\N,119,"Comedy,Drama,Romance",this christmas,2007-11-21,This Christmas,13000000.0,49121934.0,49733545.0,Sony Pictures,PG-13,Drama,1,6.3,10048.0,,The request failed: Google returned a response with code 429
163,1963.0,1746,tt0295725,movie,Time Changer,Time Changer,0,2002,\N,95,"Drama,Fantasy,Sci-Fi",time changer,2002-10-25,Time Changer,825000.0,1500711.0,1500711.0,Five & Two Pictures,PG,Drama,1,5.2,2767.0,,The request failed: Google returned a response with code 500
167,1967.0,1398,tt0246989,movie,Tomcats,Tomcats,0,2001,\N,95,Comedy,tomcats,2001-03-30,Tomcats,11000000.0,13558739.0,13558739.0,Sony Pictures,R,Comedy,1,5.3,19290.0,,"HTTPSConnectionPool(host='trends.google.com', port=443): Max retries exceeded with url: /trends/api/explore?hl=en-US&tz=360&req=%7B%22comparisonItem%22%3A+%5B%7B%22keyword%22%3A+%22Tomcats%22%2C+%22time%22%3A+%222000-03-30+2001-03-30%22%2C+%22geo%22%3A+%22%22%7D%5D%2C+%22category%22%3A+0%2C+%22property%22%3A+%22%22%7D (Caused by SSLError(SSLEOFError(8, 'EOF occurred in violation of protocol (_ssl.c:1123)')))"
179,1979.0,851,tt0133240,movie,Treasure Planet,Treasure Planet,0,2002,\N,95,"Adventure,Animation,Family",treasure planet,2002-11-27,Treasure Planet,100000000.0,38120554.0,91800000.0,Walt Disney,PG,Adventure,1,7.2,129101.0,30.384615384615383,The request failed: Google returned a response with code 500
1,1201.0,16083,tt1911658,movie,Penguins of Madagascar,Penguins of Madagascar,0,2014,\N,92,"Action,Adventure,Animation",penguins of madagascar,2014-11-26,Penguins of Madagascar,132000000.0,83350911.0,367650911.0,20th Century Fox,PG,Adventure,1,6.6,99066.0,,The request failed: Google returned a response with code 429
5,1205.0,5199,tt0808417,movie,Persepolis,Persepolis,0,2007,\N,96,"Animation,Biography,Drama",persepolis,2007-12-25,Persepolis,7300000.0,4443403.0,25397460.0,Sony Pictures Classics,PG-13,Drama,1,8.0,98594.0,3.1538461538461537,The request failed: Google returned a response with code 429
6,1206.0,26853,tt5117670,movie,Peter Rabbit,Peter Rabbit,0,2018,\N,95,"Adventure,Comedy,Crime",peter rabbit,2018-02-09,Peter Rabbit,50000000.0,115234093.0,347134901.0,Sony Pictures,PG,Adventure,1,6.6,46642.0,5.230769230769231,The request failed: Google returned a response with code 429
8,1208.0,1870,tt0311648,movie,Pieces of April,Pieces of April,0,2003,\N,80,"Comedy,Drama",pieces of april,2003-10-17,Pieces of April,300000.0,2528664.0,3571253.0,MGM,PG-13,Comedy,1,7.0,21829.0,,The request failed: Google returned a response with code 429
19,1219.0,2609,tt0407121,movie,Pooh's Heffalump Movie,Pooh's Heffalump Movie,0,2005,\N,68,"Adventure,Animation,Comedy",poohs heffalump movie,2005-02-11,Pooh's Heffalump Movie,20000000.0,18098433.0,55686944.0,Walt Disney,G,Adventure,1,6.4,8203.0,6.09433962264151,The request failed: Google returned a response with code 429
22,1222.0,24589,tt3960412,movie,Popstar: Never Stop Never Stopping,Popstar: Never Stop Never Stopping,0,2016,\N,87,"Comedy,Drama,Music",popstar never stop never stopping,2016-06-03,Popstar: Never Stop Never Stopping,20000000.0,9496130.0,9537120.0,Universal,R,Comedy,1,6.7,66695.0,,The request failed: Google returned a response with code 429
25,1225.0,23489,tt3488328,movie,Pound of Flesh,Pound of Flesh,0,2015,\N,104,"Action,Thriller",pound of flesh,2015-05-15,Pound of Flesh,7500000.0,0.0,0.0,Entertainment One,R,Action,1,5.1,6897.0,11.01923076923077,The request failed: Google returned a response with code 429
28,1228.0,2657,tt0414387,movie,Pride & Prejudice,Pride & Prejudice,0,2005,\N,129,"Drama,Romance",pride  prejudice,2005-11-11,Pride & Prejudice,28000000.0,38372662.0,126549607.0,Focus Features,PG,Drama,1,7.8,320026.0,6.730769230769231,The request failed: Google returned a response with code 429
31,1231.0,19563,tt2436386,movie,Project Almanac,Project Almanac,0,2015,\N,106,"Drama,Mystery,Sci-Fi",project almanac,2015-01-30,Project Almanac,12000000.0,22348241.0,32909437.0,Paramount Pictures,PG-13,Adventure,1,6.3,83218.0,,The request failed: Google returned a response with code 429
40,1240.0,1556,tt0272338,movie,Punch-Drunk Love,Punch-Drunk Love,0,2002,\N,95,"Comedy,Drama,Romance",punchdrunk love,2002-10-11,Punch-Drunk Love,25000000.0,17791031.0,24591031.0,Sony Pictures,R,Comedy,1,7.3,173374.0,,The request failed: Google returned a response with code 429
45,1245.0,1343,tt0238546,movie,Queen of the Damned,Queen of the Damned,0,2002,\N,101,"Drama,Fantasy,Horror",queen of the damned,2002-02-22,Queen of the Damned,35000000.0,30307804.0,30307804.0,Warner Bros.,R,Horror,1,5.2,59125.0,5.846153846153846,The request failed: Google returned a response with code 500
46,1246.0,15648,tt1837636,movie,Queen of the Desert,Queen of the Desert,0,2015,\N,128,"Adventure,Biography,Drama",queen of the desert,2017-04-14,Queen of the Desert,36000000.0,0.0,1578543.0,IFC Films,PG-13,Drama,1,5.7,12292.0,,The request failed: Google returned a response with code 429
47,1247.0,7037,tt1075287,tvEpisode,Quinceanera,Quinceanera,0,2008,\N,23,"Adventure,Comedy,Drama",quinceanera,2006-08-02,Quinceanera,400000.0,1692693.0,2797199.0,Sony Pictures Classics,R,Drama,1,7.5,237.0,6.5576923076923075,The request failed: Google returned a response with code 429
51,1251.0,1433,tt0252444,movie,Rabbit-Proof Fence,Rabbit-Proof Fence,0,2002,\N,94,"Biography,Drama",rabbitproof fence,2002-11-29,Rabbit-Proof Fence,7000000.0,6199600.0,16866928.0,Miramax,PG,Drama,1,7.4,29911.0,,The request failed: Google returned a response with code 429
55,1255.0,1900,tt0316465,movie,Radio,Radio,0,2003,\N,109,"Biography,Drama,Sport",radio,2003-10-24,Radio,35000000.0,52333738.0,53293628.0,Sony Pictures,PG,Drama,1,6.9,43186.0,,The request failed: Google returned a response with code 429
58,1258.0,1899,tt0316188,movie,Raising Victor Vargas,Raising Victor Vargas,0,2002,\N,88,"Drama,Romance",raising victor vargas,2003-03-28,Raising Victor Vargas,800000.0,2073984.0,2900578.0,Samuel Goldwyn Films,R,Drama,1,7.2,5662.0,7.923076923076923,The request failed: Google returned a response with code 429
72,1272.0,1513,tt0265632,movie,Recess: School's Out,Recess: School's Out,0,2001,\N,82,"Adventure,Animation,Comedy",recess schools out,2001-02-16,Recess: School's Out,10000000.0,36696761.0,44451470.0,Walt Disney,G,Adventure,1,6.5,11430.0,,The request failed: Google returned a response with code 429
75,1275.0,5508,tt0873886,movie,Red State,Red State,0,2011,\N,88,"Action,Crime,Horror",red state,2011-09-23,Red State,4000000.0,1065429.0,1983596.0,Smodshow Productions,R,Horror,1,6.1,66373.0,18.73076923076923,The request failed: Google returned a response with code 429
87,1287.0,782,tt0120804,movie,Resident Evil,Resident Evil,0,2002,\N,100,"Action,Horror,Sci-Fi",resident evil,2002-03-15,Resident Evil,35000000.0,40119709.0,103787401.0,Sony Pictures,R,Horror,1,6.6,283188.0,,The request failed: Google returned a response with code 429
96,1296.0,23790,tt3623726,movie,Ricki and the Flash,Ricki and the Flash,0,2015,\N,101,"Comedy,Drama,Music",ricki and the flash,2015-08-07,Ricki and the Flash,18000000.0,26839498.0,41166033.0,Sony Pictures,PG-13,Drama,1,6.0,24513.0,,The request failed: Google returned a response with code 429
119,1319.0,1397,tt0246894,movie,Rollerball,Rollerball,0,2002,\N,98,"Action,Sci-Fi,Sport",rollerball,2002-02-08,Rollerball,70000000.0,18990542.0,25852508.0,MGM,PG-13,Action,1,3.1,29147.0,,The request failed: Google returned a response with code 500
124,1324.0,2048,tt0337711,movie,Rugrats Go Wild,Rugrats Go Wild,0,2003,\N,81,"Adventure,Animation,Comedy",rugrats go wild,2003-06-13,Rugrats Go Wild,25000000.0,39402572.0,55443032.0,Paramount Pictures,PG,Adventure,1,5.6,8841.0,,The request failed: Google returned a response with code 500
130,1330.0,1521,tt0266915,movie,Rush Hour 2,Rush Hour 2,0,2001,\N,90,"Action,Comedy,Crime",rush hour ,2001-08-03,Rush Hour 2,90000000.0,226164286.0,347425832.0,New Line,PG-13,Action,1,6.7,234204.0,,The request failed: Google returned a response with code 500
131,1331.0,1466,tt0257076,movie,S.W.A.T.,S.W.A.T.,0,2003,\N,117,"Action,Adventure,Crime",swat,2003-08-08,S.W.A.T.,70000000.0,116877597.0,207154748.0,Sony Pictures,PG-13,Action,1,6.0,152465.0,,The request failed: Google returned a response with code 500
142,1342.0,1177,tt0206275,movie,Save the Last Dance,Save the Last Dance,0,2001,\N,112,"Drama,Music,Romance",save the last dance,2001-01-12,Save the Last Dance,13000000.0,91038276.0,122244329.0,Paramount Pictures,PG-13,Drama,1,6.2,65071.0,,The request failed: Google returned a response with code 500
146,1346.0,1353,tt0239948,movie,Saving Silverman,Saving Silverman,0,2001,\N,90,"Comedy,Crime,Romance",saving silverman,2001-02-09,Saving Silverman,22000000.0,19351569.0,25873142.0,Sony Pictures,R,Comedy,1,5.8,41970.0,,The request failed: Google returned a response with code 500
154,1354.0,1354,tt0239949,movie,Say It Isn't So,Say It Isn't So,0,2001,\N,95,"Comedy,Romance",say it isnt so,2001-03-23,Say It Isn't So,25000000.0,5516708.0,5516708.0,20th Century Fox,R,Comedy,1,5.0,13658.0,,The request failed: Google returned a response with code 500
156,1356.0,1834,tt0306047,movie,Scary Movie 3,Scary Movie 3,0,2003,\N,84,Comedy,scary movie ,2003-10-24,Scary Movie 3,45000000.0,110000082.0,155200000.0,Miramax/Dimension,PG-13,Comedy,1,5.5,155524.0,,The request failed: Google returned a response with code 500
